RA,DEC,Instrumental_I,InstrumentalI_err,Known_I,KnownI_err
103.02062225000002,-0.30508333,-15.815244545407054,0.0005703365429846803,9.519,0.001
103.01408386,-0.45511112,-16.04203946770356,0.0005342893765284615,8.876,0.001
103.00787354000002,-0.456,-15.406328198750526,0.0006314110973774991,10.305,0.001
102.89054108,-0.19208333,-15.643678739114343,0.0005973779165032008,9.905,0.001
103.15512848,-0.32233334,-15.571773754220102,0.0006079899512697432,10.016,0.005
103.04795837000002,-0.32122222,-15.269961309005506,0.0006513946517136115,10.549,0.001
103.15296173,-0.24211112,-15.004306190810029,0.0006884181584480169,11.267,0.005
103.0769577,-0.33875,-14.830020494046073,0.0007106629782176205,11.384,0.004
103.11645508,-0.22863889,-14.686841432083995,0.0007285205646709828,11.725,0.006
102.87779236,-0.31630555,-14.832344674052623,0.0007132129648579367,11.577,0.003
103.16696167,-0.28741667,-15.133679368956267,0.0006708036810866506,10.89,0.005
103.01887512,-0.32730556,-14.97683123221207,0.0006916991420785955,12.105,0.003
102.95658112,-0.35436112,-15.400285844480024,0.0006352769367021268,10.318,0.007
103.04141998,-0.39222223,-14.031809749310959,0.0007927434177364876,12.533,0.006
103.07862854,-0.39244443,-14.192837477701492,0.0007766721564772559,12.416,0.007
102.86245728,-0.26002777,-14.640015801111714,0.0007337041748713947,11.726,0.003
103.0572052,-0.32227778,-14.640443946269816,0.0007307139960301424,11.712,0.022
103.04929352000002,-0.30702779,-14.247205426655222,0.0007684022086392998,12.316,0.006
103.05558014,-0.32788888,-14.87533489955151,0.0007029056244444085,11.314,0.004
103.06874847,-0.32805556,-14.993848236159655,0.0006889632461241808,13.031,0.005
103.15853882,-0.27594444,-13.274099407444568,0.0008365498110790732,13.333,0.007
102.96583557,-0.33777779,-13.856706587853836,0.0008058938869786711,12.99,0.025
102.86791992,-0.27372223,-13.301392631719764,0.0008381287854614332,13.387,0.019
103.14537811,-0.25716668,-13.489014051707166,0.0008268252105691376,13.101,0.009
102.87308502,-0.41411111,-13.58227452511521,0.0008265682497078148,13.698,0.009
103.15650177000002,-0.28436112,-13.391492081916624,0.00082952824419524,13.272,0.006
102.88141632,-0.44044444,-13.002096716431504,0.0008561061671407694,13.551,0.01
103.08791351,-0.264,-13.938376934086765,0.0007971462710400092,12.629,0.007
102.91625214,-0.42830557,-12.315011363530047,0.0008768139815226902,14.329,0.045
102.96387482,-0.40591668,,0.0009008462540361995,14.662,0.044
103.00450134,-0.40102778,-10.343114105876225,0.0008943090236107914,14.623,0.041
103.04929352000002,-0.38980556,-9.922248983818116,0.0008922415241072863,12.8,0.007
103.08333588,-0.37566668,-11.422889315932212,0.000882911962857604,12.518,0.012
102.94579315,-0.39627779,-7.233339436908715,0.0009011199557646686,14.493,0.067
103.08108139,-0.3925,-14.1745051134877,0.0007791544923864803,14.121,0.018
103.02979459,-0.40591668,-13.73522772171257,0.000814516725353863,13.849,0.046
103.06874847,-0.42447222,-11.294331820185363,0.0008888826943427548,14.687,0.127
103.02716827,-0.42625,-10.875183284158265,0.000893840411442188,14.529,0.02
103.02716827,-0.42625,-10.875183284158265,0.000893840411442188,14.529,0.02
103.00450134,-0.44888888,-12.776268367073003,0.0008560915277351037,14.815,0.021
103.09837723,-0.36330554,-10.954347273980733,0.0008835038734384003,14.647,0.022
103.11837288,-0.35263889,-9.437944376384111,0.0008909012326831527,14.938,0.035
103.11837288,-0.35263889,-9.437944376384111,0.0008909012326831527,14.938,0.035
103.08108139,-0.37830555,-11.076934074185619,0.0008854081393369165,15.35,0.08
103.08108139,-0.37830555,-11.076934074185619,0.0008854081393369165,15.35,0.08
103.05958048,-0.38805556,-8.29358906913779,0.0008941824150302541,15.727,0.106
103.05958048,-0.38805556,-8.29358906913779,0.0008941824150302541,15.727,0.106
103.07275415,-0.38175,-9.248088106179491,0.0008928227252860885,15.968,0.205
103.07275415,-0.38175,-9.248088106179491,0.0008928227252860885,15.968,0.205
103.05841829,-0.38566668,-10.473618383276834,0.0008906216052188048,16.191,0.286
103.05841829,-0.38566668,-10.473618383276834,0.0008906216052188048,16.191,0.286
103.04691466,-0.39022223,-10.509686580699425,0.0008911146167135336,16.46,0.36
103.04691466,-0.39022223,-10.509686580699425,0.0008911146167135336,16.46,0.36
103.03838348,-0.3955,-11.60638737216101,0.0008837521284584193,16.698,0.444
103.03838348,-0.3955,-11.60638737216101,0.0008837521284584193,16.698,0.444
103.03076172,-0.40036112,-10.512491996014026,0.0008917145127402327,16.958,0.529
103.03076172,-0.40036112,-10.512491996014026,0.0008917145127402327,16.958,0.529
